title,rating,year,actors,runtime,url
Arya,7.8,2004,Allu Arjun;Anuradha Mehta;Siva Balaji;Rajan P. Dev,151,https://www.imdb.com//title/tt0431619/
Mind Game,7.8,2004,Kôji Imada;Sayaka Maeda;Takashi Fujii;Seiko Takuma,103,https://www.imdb.com//title/tt0452039/
Nae meorisokui jiwoogae,8.2,2004,Jung Woo-sung;Son Ye-jin;Jong-hak Baek;Seon-jin Lee,144,https://www.imdb.com//title/tt0428870/
Virumandi,8.4,2004,Kamal Haasan;Abhirami;Pasupathy;Napolean,175,https://www.imdb.com//title/tt0364647/
Simon,7.9,2004,Cees Geel;Marcel Hensema;Rifka Lodeizen;Nadja Hüpscher,102,https://www.imdb.com//title/tt0393775/
Veer-Zaara,7.8,2004,Shah Rukh Khan;Preity Zinta;Rani Mukerji;Kirron Kher,192,https://www.imdb.com//title/tt0420332/
Eternal Sunshine of the Spotless Mind,8.3,2004,Jim Carrey;Kate Winslet;Tom Wilkinson;Gerry Robert Byrne,108,https://www.imdb.com//title/tt0338013/
Inside I'm Dancing,7.8,2004,James McAvoy;Steven Robertson;Romola Garai;Alan King,104,https://www.imdb.com//title/tt0417791/
Marmoulak,8.5,2004,Parviz Parastui;Bahram Ebrahimi;Shahrokh Foroutanian;Farideh Sepah Mansour,115,https://www.imdb.com//title/tt0416960/
Les choristes,7.9,2004,Gérard Jugnot;François Berléand;Jean-Baptiste Maunier;Kad Merad,97,https://www.imdb.com//title/tt0372824/
Lakshya,7.9,2004,Hrithik Roshan;Preity Zinta;Amitabh Bachchan;Om Puri,186,https://www.imdb.com//title/tt0323013/
Kung fu,7.8,2004,Stephen Chow;Wah Yuen;Qiu Yuen;Siu-Lung Leung,99,https://www.imdb.com//title/tt0373074/
Harry Potter en de gevangene van Azkaban,7.9,2004,Daniel Radcliffe;Emma Watson;Rupert Grint;Richard Griffiths,142,https://www.imdb.com//title/tt0304141/
The Notebook,7.8,2004,Gena Rowlands;James Garner;Rachel McAdams;Ryan Gosling,123,https://www.imdb.com//title/tt0332280/
Karpuz Kabugundan Gemiler Yapmak,7.8,2004,Fizuli Caferof;Gülayse Erkoc;Hasbiye Günay;Kadir Kaymaz,97,https://www.imdb.com//title/tt0325675/
Voces inocentes,7.9,2004,Carlos Padilla;Leonor Varela;Xuna Primus;Gustavo Muñoz,120,https://www.imdb.com//title/tt0387914/
The Motorcycle Diaries,7.8,2004,Gael García Bernal;Rodrigo de la Serna;Mía Maestro;Mercedes Morán,126,https://www.imdb.com//title/tt0318462/
Ab Tak Chhappan,7.8,2004,Nana Patekar;Revathi;Yashpal Sharma;Mohan Agashe,129,https://www.imdb.com//title/tt0402014/
Kad porastem bicu Kengur,8.5,2004,Sergej Trifunovic;Marija Karan;Nebojsa Glogovac;Boris Milivojevic,92,https://www.imdb.com//title/tt0383846/
Lakposhtha parvaz mikonand,8.1,2004,Soran Ebrahim;Avaz Latif;Saddam Hossein Feysal;Hiresh Feysal Rahman,98,https://www.imdb.com//title/tt0424227/
Before Sunset,8.1,2004,Ethan Hawke;Julie Delpy;Vernon Dobtcheff;Louise Lemoine Torrès,80,https://www.imdb.com//title/tt0381681/
Million Dollar Baby,8.1,2004,Hilary Swank;Clint Eastwood;Morgan Freeman;Jay Baruchel,132,https://www.imdb.com//title/tt0405159/
Gegen die Wand,7.9,2004,Birol Ünel;Sibel Kekilli;Güven Kiraç;Zarah Jane McKenzie,121,https://www.imdb.com//title/tt0347048/
The Incredibles,8.0,2004,Craig T. Nelson;Samuel L. Jackson;Holly Hunter;Jason Lee,115,https://www.imdb.com//title/tt0317705/
Kill Bill: Vol. 2,8.0,2004,Uma Thurman;David Carradine;Michael Madsen;Daryl Hannah,137,https://www.imdb.com//title/tt0378194/
Dare mo shiranai,8.1,2004,Yûya Yagira;Ayu Kitaura;Hiei Kimura;Momoko Shimizu,141,https://www.imdb.com//title/tt0408664/
Der Untergang,8.2,2004,Bruno Ganz;Alexandra Maria Lara;Ulrich Matthes;Juliane Köhler,156,https://www.imdb.com//title/tt0363163/
Black Friday,8.5,2004,Kay Kay Menon;Pawan Malhotra;Aditya Srivastav;Dibyendu Bhattacharya,143,https://www.imdb.com//title/tt0400234/
Hotel Rwanda,8.1,2004,Don Cheadle;Sophie Okonedo;Joaquin Phoenix;Xolani Mali,121,https://www.imdb.com//title/tt0395169/
Mar adentro,8.0,2004,Javier Bardem;Belén Rueda;Lola Dueñas;Mabel Rivera,126,https://www.imdb.com//title/tt0369702/
G.O.R.A.,8.1,2004,Cem Yilmaz;Özge Özberk;Ozan Güven;Safak Sezer,127,https://www.imdb.com//title/tt0384116/
Taegukgi hwinalrimyeo,8.0,2004,Jang Dong-Gun;Won Bin;Eun-ju Lee;Hyeong-jin Kong,140,https://www.imdb.com//title/tt0386064/
"Swades: We, the People",8.2,2004,Shah Rukh Khan;Gayatri Joshi;Kishori Ballal;Smith Seth,210,https://www.imdb.com//title/tt0367110/
Bin-jip,8.0,2004,Seung-Yun Lee;Hee Jae;Hyuk-ho Kwon;Jin-mo Joo,88,https://www.imdb.com//title/tt0423866/
Ghilli,8.0,2004,Thalapathy Vijay;Trisha Krishnan;Prakash Raj;Ashish Vidyarthi,160,https://www.imdb.com//title/tt0422320/
Shaun of the Dead,7.9,2004,Simon Pegg;Nick Frost;Kate Ashfield;Lucy Davis,99,https://www.imdb.com//title/tt0365748/
Hauru no ugoku shiro,8.2,2004,Chieko Baishô;Takuya Kimura;Tatsuya Gashûin;Akihiro Miwa,119,https://www.imdb.com//title/tt0347149/
Iqbal,8.1,2005,Shreyas Talpade;Naseeruddin Shah;Shweta Basu Prasad;Yatin Karyekar,132,https://www.imdb.com//title/tt0453729/
Anniyan,8.3,2005,Vikram;Sada;Prakash Raj;Vivek,181,https://www.imdb.com//title/tt0376127/
Babam ve Oglum,8.2,2005,Eser Sariyar;Çetin Tekindor;Fikret Kuskan;Hümeyra,112,https://www.imdb.com//title/tt0476735/
"Va, vis et deviens",7.8,2005,Yaël Abecassis;Roschdy Zem;Moshe Agazai;Moshe Abebe,140,https://www.imdb.com//title/tt0388505/
V for Vendetta,8.1,2005,Hugo Weaving;Natalie Portman;Rupert Graves;Stephen Rea,132,https://www.imdb.com//title/tt0434409/
Graves End,8.6,2005,Eric Roberts;Steven Williams;Daniel Roebuck;Valerie Mikita,90,https://www.imdb.com//title/tt0419781/
Burt Munro: The World's Fastest Indian,7.8,2005,Anthony Hopkins;Diane Ladd;Iain Rea;Tessa Mitchell,127,https://www.imdb.com//title/tt0412080/
Serenity,7.8,2005,Nathan Fillion;Gina Torres;Chiwetel Ejiofor;Alan Tudyk,119,https://www.imdb.com//title/tt0379786/
Pride & Prejudice,7.8,2005,Keira Knightley;Matthew Macfadyen;Brenda Blethyn;Donald Sutherland,129,https://www.imdb.com//title/tt0414387/
C.R.A.Z.Y.,7.9,2005,Michel Côté;Marc-André Grondin;Danielle Proulx;Émile Vallée,129,https://www.imdb.com//title/tt0401085/
Adams æbler,7.8,2005,Ulrich Thomsen;Mads Mikkelsen;Nicolas Bro;Paprika Steen,94,https://www.imdb.com//title/tt0418455/
Batman Begins,8.2,2005,Christian Bale;Michael Caine;Ken Watanabe;Liam Neeson,140,https://www.imdb.com//title/tt0372784/
Gönül Yarasi,7.8,2005,Meltem Cumbul;Sener Sen;Timuçin Esen;Güven Kiraç,142,https://www.imdb.com//title/tt0425079/
Sin City,8.0,2005,Mickey Rourke;Clive Owen;Bruce Willis;Jessica Alba,124,https://www.imdb.com//title/tt0401792/
Athadu,8.2,2005,Mahesh Babu;Trisha Krishnan;Prakash Raj;Sonu Sood,172,https://www.imdb.com//title/tt0471571/
Moartea domnului Lãzãrescu,7.9,2005,Doru Ana;Monica Barladeanu;Alina Berzunteanu;Dorian Boguta,153,https://www.imdb.com//title/tt0456149/
Cinderella Man,8.0,2005,Russell Crowe;Renée Zellweger;Craig Bierko;Paul Giamatti,144,https://www.imdb.com//title/tt0352248/
Black,8.2,2005,Amitabh Bachchan;Rani Mukerji;Shernaz Patel;Ayesha Kapoor,122,https://www.imdb.com//title/tt0375611/
Pardon,8.2,2005,Ferhan Sensoy;Rasim Öztekin;Ali Çatalbas;Bülent Kayabas,94,https://www.imdb.com//title/tt0425333/
Walk the Line,7.8,2005,Joaquin Phoenix;Reese Witherspoon;Ginnifer Goodwin;Robert Patrick,136,https://www.imdb.com//title/tt0358273/
Pokiri,7.9,2006,Mahesh Babu;Ileana D'Cruz;Prakash Raj;Nassar,164,https://www.imdb.com//title/tt0816258/
Little Miss Sunshine,7.8,2006,Steve Carell;Toni Collette;Greg Kinnear;Abigail Breslin,101,https://www.imdb.com//title/tt0449059/
Letters from Iwo Jima,7.9,2006,Ken Watanabe;Kazunari Ninomiya;Tsuyoshi Ihara;Ryô Kase,141,https://www.imdb.com//title/tt0498380/
Khosla Ka Ghosla!,8.3,2006,Anupam Kher;Boman Irani;Parvin Dabas;Tara Sharma,135,https://www.imdb.com//title/tt0466460/
Das Leben der Anderen,8.4,2006,Ulrich Mühe;Martina Gedeck;Sebastian Koch;Ulrich Tukur,137,https://www.imdb.com//title/tt0405094/
Blood Diamond,8.0,2006,Leonardo DiCaprio;Djimon Hounsou;Jennifer Connelly;Kagiso Kuypers,143,https://www.imdb.com//title/tt0450259/
The Prestige,8.5,2006,Christian Bale;Hugh Jackman;Scarlett Johansson;Michael Caine,130,https://www.imdb.com//title/tt0482571/
The Departed,8.5,2006,Leonardo DiCaprio;Matt Damon;Jack Nicholson;Mark Wahlberg,151,https://www.imdb.com//title/tt0407887/
Casino Royale,8.0,2006,Daniel Craig;Eva Green;Judi Dench;Jeffrey Wright,144,https://www.imdb.com//title/tt0381061/
Vettaiyaadu Vilaiyaadu,8.0,2006,Kamal Haasan;Jyotika;Prakash Raj;Daniel Balaji,174,https://www.imdb.com//title/tt0455829/
Dor,7.9,2006,Ayesha Takia;Shreyas Talpade;Gul Panag;Girish Karnad,147,https://www.imdb.com//title/tt0824316/
Pudhu Pettai,8.5,2006,Dhanush;Sneha;Sonia Agarwal;Azhagam Perumal,168,https://www.imdb.com//title/tt0459516/
Pan's Labyrinth,8.2,2006,Ivana Baquero;Ariadna Gil;Sergi López;Maribel Verdú,118,https://www.imdb.com//title/tt0457430/
The Pursuit of Happyness,8.0,2006,Will Smith;Thandiwe Newton;Jaden Smith;Brian Howe,117,https://www.imdb.com//title/tt0454921/
Rang De Basanti,8.1,2006,Aamir Khan;Soha Ali Khan;Siddharth;Sharman Joshi,167,https://www.imdb.com//title/tt0405508/
Bommarillu,8.2,2006,Siddharth;Genelia D'Souza;Prakash Raj;Kota Srinivasa Rao,170,https://www.imdb.com//title/tt0843326/
Children of Men,7.9,2006,Julianne Moore;Clive Owen;Chiwetel Ejiofor;Michael Caine,109,https://www.imdb.com//title/tt0206634/
Kader,7.8,2006,Ufuk Bayraktar;Vildan Atasever;Engin Akyürek;Müge Ulusoy,103,https://www.imdb.com//title/tt0875595/
Kiraware Matsuko no isshô,7.8,2006,Miki Nakatani;Eita Nagayama;Yûsuke Iseya;Mikako Ichikawa,130,https://www.imdb.com//title/tt0768120/
Apocalypto,7.8,2006,Gerardo Taracena;Raoul Max Trujillo;Dalia Hernández;Rudy Youngblood,139,https://www.imdb.com//title/tt0472043/
The Fall,7.8,2006,Lee Pace;Catinca Untaru;Justine Waddell;Kim Uylenbroek,117,https://www.imdb.com//title/tt0460791/
Ostrov,7.9,2006,Pyotr Mamonov;Viktor Sukhorukov;Dmitriy Dyuzhev;Yuriy Kuznetsov,112,https://www.imdb.com//title/tt0851577/
Omkara,8.1,2006,Ajay Devgn;Kareena Kapoor;Saif Ali Khan;Konkona Sen Sharma,155,https://www.imdb.com//title/tt0488414/
Lage Raho Munna Bhai,8.1,2006,Sanjay Dutt;Arshad Warsi;Vidya Balan;Boman Irani,144,https://www.imdb.com//title/tt0456144/
